error,gral__codigo_catastral,gral__fecha_aprobacion,gral__informe,gral__normativa_segun_informe,gral__patron_de_asentamiento,gral__zona_referencial,identificador_b64,otro__arquitecto_reponsable,otro__tipo_de_obra,otro__tipo_de_proyecto,par__ale_sub_area_de_lote_edificable,par__altillo,par__amc_sub_area_maxima_a_cubrir_sub_sotano,par__ame_sub_area_maxima_a_edificar_sub_zocalo,par__amf_sub_altura_maxima_de_fachada_sub_sotano,par__amv_sub_area_minima_verde,par__fml_sub_frente_minimo_de_lote,par__fondo,par__lateral_1,par__lateral_2,par__mezzanine,par__nmp_sub_numero_minimo_de_parqueos,par__rme_sub_retiro_minimo_de_edificacion_torre_sub_frontal,par__rme_zocalo_sub_retiro_minimo_de_edificacion_zocalo_sub_frontal,par__semisotano,par__torre,par__voladizo_sub_voladizo_sobre_retiro_frontal,par__zocalo,url
,013 0042 0033 0000,04/sept./2023,DACT-SERMAT I-II Nº2501,,3F - d2,MIRAFLORES,MDEzMDA0MjAwMzMwMDAwfDQ4NDk2fDIwMjM=,RAUL ANTONIO ANTELO PEÑARANDA,Construcción Nueva,Residencial Mixta,418.22 m2,0 plantas,418.22 m2,0.00 m2,1 plantas,128.83 m2,40.68 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,10 unidades,3.00 ml,0.00 ml,1 plantas,7 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDEzMDA0MjAwMzMwMDAwfDQ4NDk2fDIwMjM=
,003 0026 0063 0000,25/ago./2023,DACT-SERMAT I-II Nº2475,,3C - d6,SAN PEDRO BAJO,MDAzMDAyNjAwNjMwMDAwfDQ4NTQzfDIwMjM=,ARIEL HUANCA RODRIGUEZ,Construcción Nueva,Residencial Mixta,102.50 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,15.22 m2,7.13 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.40 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAzMDAyNjAwNjMwMDAwfDQ4NTQzfDIwMjM=
rechazada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDA3NDAwMDkwMDAwfDQ4NTYyfDxOQT4=
,020 0361 0005 0000,31/ago./2023,DACT-SERMAT I-II Nº2561,,3 - d16,PAMPAJASI,MDIwMDM2MTAwMDUwMDAwfDQ4NTk4fDIwMjM=,JUAN MANUEL FERNANDEZ PACO,Construcción Nueva,Residencial,209.04 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,72.80 m2,10.86 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDM2MTAwMDUwMDAwfDQ4NTk4fDIwMjM=
,046 0280 0003 0000,31/ago./2023,DACT-SERMAT III Nº1434,,4P - d19,AUQUISAMAÑA,MDQ2MDI4MDAwMDMwMDAwfDQ4NjI3fDIwMjM=,JHOSELINE ABRIL FLORES ULLOA,Construcción Nueva,Residencial,250.00 m2,0 plantas,177.08 m2,0.00 m2,1 plantas,80.85 m2,12.56 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,5 unidades,3.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ2MDI4MDAwMDMwMDAwfDQ4NjI3fDIwMjM=
,020 0527 0011 0000,24/ago./2023,DACT-SERMAT I-II Nº2472,,3 - d16,VILLA SALOME,MDIwMDUyNzAwMTEwMDAwfDQ4NjY2fDIwMjM=,JORGE ISAAC CALLAO GUZMAN,Construcción Nueva,Residencial,210.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,63.36 m2,9.84 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,1 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDUyNzAwMTEwMDAwfDQ4NjY2fDIwMjM=
,047 0056 0001 0000,15/ago./2023,DACT-SERMAT III Nº1343,,4P - d18,BOLOGNIA,MDQ3MDA1NjAwMDEwMDAwfDQ4NjgwfDIwMjM=,CLAUDIA ANDREA GUTIERREZ ROQUE,Construcción Nueva,Residencial,313.76 m2,0 plantas,313.76 m2,0.00 m2,1 plantas,99.04 m2,10.96 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,3.00 ml,0.00 ml,0 plantas,3 plantas,0.86 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ3MDA1NjAwMDEwMDAwfDQ4NjgwfDIwMjM=
,020 0084 0002 0000,23/ago./2023,DACT-SERMAT I-II Nº2483,,3 - d15,VILLA SAN ANTONIO,MDIwMDA4NDAwMDIwMDAwfDQ4NjgzfDIwMjM=,DIOGENES PIER CHOQUE MAMANI,Construcción Nueva,Residencial Mixta,227.51 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,71.85 m2,10.65 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDA4NDAwMDIwMDAwfDQ4NjgzfDIwMjM=
,006 1274 0001 0000,31/ago./2023,DACT-SERMAT I-II Nº2595,,3C - d13,VILLA EL CARMEN,MDA2MTI3NDAwMDEwMDAwfDQ4NzAwfDIwMjM=,RUTH XIMENA CHURA RAMOS,Construcción Nueva,Residencial Mixta,1270.24 m2,0 plantas,1204.90 m2,0.00 m2,1 plantas,132.34 m2,40.84 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,46 unidades,0.00 ml,0.00 ml,1 plantas,9 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MTI3NDAwMDEwMDAwfDQ4NzAwfDIwMjM=
,038 0036 0012 0000,14/sept./2023,DACT-SERMAT I-II Nº2774,,3 - d8,MUNAYPATA,MDM4MDAzNjAwMTIwMDAwfDQ4NzA4fDIwMjM=,SILVERIO SARAVIA CONDORI,Construcción Nueva,Residencial,145.10 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,44.75 m2,5.03 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM4MDAzNjAwMTIwMDAwfDQ4NzA4fDIwMjM=
,031 0026 0047 0000,31/ago./2023,DACT-SERMAT I-II Nº2590,,3 - d6,SAN PEDRO ALTO,MDMxMDAyNjAwNDcwMDAwfDQ4NzE5fDIwMjM=,NINON MILENKA VALDEZ TICONA,Construcción Nueva,Residencial,275.00 m2,0 plantas,1.00 m2,0.00 m2,1 plantas,110.75 m2,15.87 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.70 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMDAyNjAwNDcwMDAwfDQ4NzE5fDIwMjM=
,034 0092 0008 0000,25/ago./2023,DACT-SERMAT I-II Nº2468/2023,,3 - d17,CUARTO CENTENARIO,MDM0MDA5MjAwMDgwMDAwfDQ4NzI2fDIwMjM=,JUAN MARCELO COCO SALAZAR,Construcción Nueva,Residencial,204.50 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,64.90 m2,17.33 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM0MDA5MjAwMDgwMDAwfDQ4NzI2fDIwMjM=
,046 1121 0001 0000,17/ago./2023,DACT-SERMAT III Nº1354/2023,,4PO - d19,ALTO CALACOTO,MDQ2MTEyMTAwMDEwMDAwfDQ4NzQyfDIwMjM=,JORGE ISAAC CALLAO GUZMAN,Construcción Nueva,Residencial,286.76 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,115.58 m2,23.71 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ2MTEyMTAwMDEwMDAwfDQ4NzQyfDIwMjM=
,006 0680 0019 0000,29/sept./2023,DACT-SERMAT I-II Nº2924,,3C - d13,CHUQUIAGUILLO,MDA2MDY4MDAwMTkwMDAwfDQ4NzQ3fDIwMjM=,RICHARD HUANCA APAZA,Construcción Nueva,Residencial Mixta,223.98 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,22.40 m2,11.07 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.80 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDY4MDAwMTkwMDAwfDQ4NzQ3fDIwMjM=
,044 0127 0011 0000,01/sept./2023,DACT-SERMAT III Nº1422,,4CP - d19,CALACOTO (SAN MIGUEL),MDQ0MDEyNzAwMTEwMDAwfDQ4ODMwfDIwMjM=,FERNANDO GUSTAVO MONTOYA ARCE,Construcción Nueva,Hospedaje,545.90 m2,0 plantas,497.97 m2,0.00 m2,1 plantas,205.24 m2,44.28 ml,3.00 ml,0.00 ml,0.00 ml,0.00 m2,5 unidades,3.00 ml,3.00 ml,0 plantas,8 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDEyNzAwMTEwMDAwfDQ4ODMwfDIwMjM=
,037 0012 0027 0000,29/ago./2023,DACT-SERMAT I-II Nº2576/2023,,3 - d8,VILLA VICTORIA,MDM3MDAxMjAwMjcwMDAwfDQ4ODY0fDIwMjM=,EDDY ARIEL NINA LOZA,Construcción Nueva,Residencial,115.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,40.59 m2,7.50 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.87 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM3MDAxMjAwMjcwMDAwfDQ4ODY0fDIwMjM=
,013 0042 0071 0000,08/sept./2023,DACT-SERMAT I-II Nº2728/2023,,3F - d2,MIRAFLORES,MDEzMDA0MjAwNzEwMDAwfDQ4ODc1fDIwMjM=,LUIS ALBERTO VELASCO UREÑA,Construcción Nueva,Residencial,112.50 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,38.95 m2,7.59 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,3.33 ml,0.00 ml,0 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDEzMDA0MjAwNzEwMDAwfDQ4ODc1fDIwMjM=
,047 0049 0033 0000,07/sept./2023,DACT-SERMAT III Nº1509/2023,,4P - d18,BOLOGNIA,MDQ3MDA0OTAwMzMwMDAwfDQ4ODg3fDIwMjM=,HERBERT EDWIN CORDOVA MENDOZA,Ampliación,Residencial,175.67 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,57.84 m2,25.93 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,3.00 ml,0.00 ml,0 plantas,2 plantas,0.41 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ3MDA0OTAwMzMwMDAwfDQ4ODg3fDIwMjM=
,036 0480 0004 0000,06/sept./2023,DACT-SERMAT I-II Nº2715,,3 - d14,VILLA COPACABANA,MDM2MDQ4MDAwMDQwMDAwfDQ4OTIyfDIwMjM=,JAIME LEONARDO MANTILLA LOPEZ,Construcción Nueva,Residencial,177.64 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,53.29 m2,14.02 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM2MDQ4MDAwMDQwMDAwfDQ4OTIyfDIwMjM=
,029 0054 0010 0000,01/sept./2023,DACT-SERMAT I-II Nº2653,,3F - d3,SOPOCACHI,MDI5MDA1NDAwMTAwMDAwfDQ4OTk5fDIwMjM=,NINON MILENKA VALDEZ TICONA,Construcción Nueva,Residencial,194.30 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,71.76 m2,11.65 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.00 ml,0.00 ml,0 plantas,6 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI5MDA1NDAwMTAwMDAwfDQ4OTk5fDIwMjM=
,031 1017 0019 0000,14/sept./2023,DACT-SERMAT I-II Nº2760/2023,,3 - d4,TEMBLADERANI,MDMxMTAxNzAwMTkwMDAwfDQ5MDA4fDIwMjM=,JUAN MANUEL FERNANDEZ PACO,Construcción Nueva,Residencial,119.37 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,36.41 m2,12.91 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMTAxNzAwMTkwMDAwfDQ5MDA4fDIwMjM=
,044 3006 0014 0000,06/sept./2023,DACT-SERMAT III Nº1472/2023,,4PK - d18,ACHUMANI,MDQ0MzAwNjAwMTQwMDAwfDQ5MDE0fDIwMjM=,MAGALY FLORA RUIZ ALIAGA,Construcción Nueva,Residencial,240.98 m2,0 plantas,216.14 m2,0.00 m2,1 plantas,72.38 m2,12.04 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,3.00 ml,0.00 ml,0 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MzAwNjAwMTQwMDAwfDQ5MDE0fDIwMjM=
,001 0008 0005 0000,29/sept./2023,DACT-SERMAT I-II Nº2827,,2 - d11,VINO TINTO,MDAxMDAwODAwMDUwMDAwfDQ5MDI4fDIwMjM=,ROBERTO DAVID CALLE  PAREDES,Construcción Nueva,Residencial Mixta,180.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,18.00 m2,9.86 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDAwODAwMDUwMDAwfDQ5MDI4fDIwMjM=
,022 0015 0031 0000,30/oct./2023,DACT-SERMAT I-II Nº3112,,3F - d1,CENTRAL,MDIyMDAxNTAwMzEwMDAwfDQ5MDQ4fDIwMjM=,IVAN ERNESTO PEREZ MENDIETA,Construcción Nueva,Residencial,183.50 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,75.25 m2,15.07 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,4.00 ml,0.00 ml,1 plantas,7 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIyMDAxNTAwMzEwMDAwfDQ5MDQ4fDIwMjM=
,035 0012 0029 0000,31/ago./2023,DACT-SERMAT I-II Nº2610/2023,,2 - d11,VILLA PABON,MDM1MDAxMjAwMjkwMDAwfDQ5MDU4fDIwMjM=,PAOLA VERÓNICA PHILCO PARDO,Construcción Nueva,Residencial Mixta,481.44 m2,0 plantas,380.18 m2,0.00 m2,1 plantas,55.79 m2,22.22 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,22 unidades,0.00 ml,0.00 ml,1 plantas,4 plantas,0.66 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM1MDAxMjAwMjkwMDAwfDQ5MDU4fDIwMjM=
,020 0870 0003 0000,28/sept./2023,DACT-SERMAT I-II Nº3012,,3 - d15,VILLA SAN ANTONIO,MDIwMDg3MDAwMDMwMDAwfDQ5MTAyfDIwMjM=,EDDY ARIEL NINA LOZA,Construcción Nueva,Residencial,142.78 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,45.91 m2,14.72 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDg3MDAwMDMwMDAwfDQ5MTAyfDIwMjM=
,006 1428 0002 0000,03/oct./2023,DACT-SERMAT I-II Nº2984,,2 - d13,URKUPIÑA,MDA2MTQyODAwMDIwMDAwfDQ5MTQxfDIwMjM=,PEDRO RAFAEL QUEHUI MORALES,Construcción Nueva,Residencial,213.20 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,22.17 m2,27.46 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,1 plantas,3 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MTQyODAwMDIwMDAwfDQ5MTQxfDIwMjM=
,044 3288 0001 0000,01/sept./2023,DACT-SERMAT III Nº1469,,4P - d18,ALTO ACHUMANI,MDQ0MzI4ODAwMDEwMDAwfDQ5MTQ3fDIwMjM=,JONATHAN ELIAS AGUIRRE SUGUIURA,Construcción Nueva,Residencial,890.52 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,545.99 m2,32.77 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,4 unidades,3.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MzI4ODAwMDEwMDAwfDQ5MTQ3fDIwMjM=
,038 0012 0006 0000,19/sept./2023,DACT-SERMAT I-II Nº2853,772,,MUNAYPATA,MDM4MDAxMjAwMDYwMDAwfDQ5MTQ4fDIwMjM=,JOSE MARIA AVERANGA GONZALES,Construcción Nueva,Residencial Mixta,null m2,0 plantas,0.00 m2,287.27 m2,0 plantas,32.00 m2,9.85 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM4MDAxMjAwMDYwMDAwfDQ5MTQ4fDIwMjM=
,047 0074 0011 0000,22/sept./2023,DACT-SERMAT III Nº1633/2023,,3,BELLA - VISTA,MDQ3MDA3NDAwMTEwMDAwfDQ5MjA1fDIwMjM=,KATTYA INES PEREZ HUANCA,Construcción Nueva,Residencial,157.50 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,7.51 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,1 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ3MDA3NDAwMTEwMDAwfDQ5MjA1fDIwMjM=
,025 0021 0011 0000,29/sept./2023,DACT-SERMAT I-II Nº2908,,3 - d6,SAN PEDRO,MDI1MDAyMTAwMTEwMDAwfDQ5MjMyfDIwMjM=,JORGE ORLANDO ALVARADO CARCAMO,Construcción Nueva,Residencial,225.16 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,67.56 m2,1.53 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,1 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI1MDAyMTAwMTEwMDAwfDQ5MjMyfDIwMjM=
,011 0010 0047 0000,21/sept./2023,DACT-SERMAT I-II Nº2882/2023,,3 - d7,LOS ANDES,MDExMDAxMDAwNDcwMDAwfDQ5MjQwfDIwMjM=,FERNANDO CESAR MAMANI QUISPE,Construcción Nueva,Residencial,158.32 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,95.10 m2,6.15 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.75 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDExMDAxMDAwNDcwMDAwfDQ5MjQwfDIwMjM=
,028 0016 0049 0000,18/sept./2023,DACT-SERMAT I-II Nº2786/2023,,5Z - d3,SOPOCACHI,MDI4MDAxNjAwNDkwMDAwfDQ5MjQyfDIwMjM=,NIDIA KARINA HURTADO CALDERON,Construcción Nueva,Residencial Mixta,1459.35 m2,0 plantas,1129.53 m2,0.00 m2,2 plantas,422.99 m2,46.96 ml,3.17 ml,0.00 ml,4.00 ml,0.00 m2,57 unidades,3.00 ml,3.00 ml,1 plantas,16 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI4MDAxNjAwNDkwMDAwfDQ5MjQyfDIwMjM=
,047 0351 0004 0000,29/sept./2023,DACT-SERMAT III Nº1662/2023,,3,BELLA - VISTA,MDQ3MDM1MTAwMDQwMDAwfDQ5MzIyfDIwMjM=,JESUS FROILÁN MARIN PABON,Construcción Nueva,Residencial,231.98 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,8.17 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,3.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ3MDM1MTAwMDQwMDAwfDQ5MzIyfDIwMjM=
,036 0763 0012 0000,21/sept./2023,DACT-SERMAT I-II Nº2901/2023,,3 - d14,VALLE HERMOSO,MDM2MDc2MzAwMTIwMDAwfDQ5MzIzfDIwMjM=,JOSE RICARDO ROMAY VALDEZ,Construcción Nueva,Residencial Mixta,200.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,81.80 m2,40.31 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,4.21 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM2MDc2MzAwMTIwMDAwfDQ5MzIzfDIwMjM=
,010 0021 0002 0000,20/sept./2023,DACT-SERMAT I-II Nº2863,,3C - d7,GRAN PODER,MDEwMDAyMTAwMDIwMDAwfDQ5MzMxfDIwMjM=,JAVIER ANTONIO GONZALES TARQUI,Construcción Nueva,Residencial Mixta,124.31 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,12.65 m2,11.30 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDEwMDAyMTAwMDIwMDAwfDQ5MzMxfDIwMjM=
,044 0247 0003 0000,21/sept./2023,DACT-SERMAT III Nº1605,,4P - d19,CHASQUIPAMPA,MDQ0MDI0NzAwMDMwMDAwfDQ5NDA2fDIwMjM=,HECTOR IVAN FLORES SUMI,Construcción Nueva,Residencial,367.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,110.60 m2,36.46 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,3.09 ml,0.00 ml,1 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDI0NzAwMDMwMDAwfDQ5NDA2fDIwMjM=
,008 0026 0026 0000,11/oct./2023,DACT-SERMAT I-II Nº3116,,2 - d7,ALTO CHIJINI,MDA4MDAyNjAwMjYwMDAwfDQ5NDM1fDIwMjM=,EDMAN REMBERTO CHOQUE APAZA,Construcción Nueva,Residencial,97.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,9.70 m2,9.77 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,1 plantas,3 plantas,0.30 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA4MDAyNjAwMjYwMDAwfDQ5NDM1fDIwMjM=
,006 0214 0002 0000,18/sept./2023,DACT-SERMAT I-II Nº2803/2023,,2 - d12,LAS DELICIAS,MDA2MDIxNDAwMDIwMDAwfDQ5NDU4fDIwMjM=,BLANCA MARIA QUISPE LIMACHI,Construcción Nueva,Residencial,163.07 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,16.31 m2,25.70 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.70 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDIxNDAwMDIwMDAwfDQ5NDU4fDIwMjM=
,031 0424 0011 0000,11/oct./2023,DACT-SERMAT III Nº1775/2023,,4AD,OBRAJES,MDMxMDQyNDAwMTEwMDAwfDQ5NTExfDIwMjM=,WINSTON YASEL HEREDIA ARANDA,Construcción Nueva,Residencial,222.90 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,12.79 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.00 ml,0.00 ml,2 plantas,2 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMDQyNDAwMTEwMDAwfDQ5NTExfDIwMjM=
,032 0016 0013 0000,30/sept./2023,DACT-SERMAT I-II Nº3037,,3C - d7,14 DE SEPTIEMBRE,MDMyMDAxNjAwMTMwMDAwfDQ5NTE0fDIwMjM=,LUIS VICTOR CARDENAS ORTEGA,Construcción Nueva,Residencial,161.61 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,50.72 m2,8.84 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,1 plantas,4 plantas,0.70 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMyMDAxNjAwMTMwMDAwfDQ5NTE0fDIwMjM=
,033 0092 0018 0000,12/oct./2023,DACT-SERMAT I-II Nº3097,,3 - d7,VILLA NUEVO POTOSI,MDMzMDA5MjAwMTgwMDAwfDQ5NTQxfDIwMjM=,JAVIER VICENTE QUISBERT CHOQUE,Construcción Nueva,Residencial,187.32 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,56.51 m2,10.44 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,6 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMzMDA5MjAwMTgwMDAwfDQ5NTQxfDIwMjM=
,044 2153 0028 0000,03/oct./2023,DACT-SERMAT III Nº1698,,4CC - d19,COTA COTA,MDQ0MjE1MzAwMjgwMDAwfDQ5NTYyfDIwMjM=,MARIA ESTHER FRIAS FLORES,Construcción Nueva,Residencial Mixta,250.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,67.42 m2,12.19 ml,3.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MjE1MzAwMjgwMDAwfDQ5NTYyfDIwMjM=
