id_proyecto_desarrollo,resultado,macro_distrito,distrito_municipal,cantidad_pisos,superficie_legal,superficie_construida,latitude,longitude,gral__patron_de_asentamiento,gral__zona_referencial,par__ale_sub_area_de_lote_edificable,par__altillo,par__amc_sub_area_maxima_a_cubrir_sub_sotano,par__ame_sub_area_maxima_a_edificar_sub_zocalo,par__amf_sub_altura_maxima_de_fachada_sub_sotano,par__amv_sub_area_minima_verde,par__fml_sub_frente_minimo_de_lote,par__fondo,par__lateral_1,par__lateral_2,par__mezzanine,par__nmp_sub_numero_minimo_de_parqueos,par__rme_sub_retiro_minimo_de_edificacion_torre_sub_frontal,par__rme_zocalo_sub_retiro_minimo_de_edificacion_zocalo_sub_frontal,par__semisotano,par__torre,par__voladizo_sub_voladizo_sobre_retiro_frontal,par__zocalo,es_agil,es_ampliacion
8,APROBADO,V - SUR,18,3,296.81,463.75,-16.534175,-68.069658,4P.R - d18,ACHUMANI,296.81,1,0.0,0.0,0,0.0,14.78,0.0,0.0,0.0,0.0,2,3.19,0.0,0,3,0.0,0,False,True
8,APROBADO,V - SUR,18,3,723.62,1423.06,-16.541785,-68.069659,4P.R - d19,COTA COTA,723.62,1,411.48,0.0,1,0.0,17.8,0.0,0.0,0.0,0.0,6,3.0,0.0,0,3,0.0,0,False,True
8,OBSERVADO,IV - SAN ANTONIO,17,4,300.0,0.0,-16.511337,-68.102363,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,III - PERIFERICA,11,3,214.0,456.31,-16.484881,-68.134822,2 - d11,VILLA DE LA CRUZ,148.61,0,0.0,0.0,0,18.19,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3,0.5,0,False,True
8,APROBADO,V - SUR,18,5,529.0,2753.62,-16.549371,-68.091854,4A - d19,LA FLORIDA,572.31,0,572.31,0.0,1,365.58,18.6,0.0,0.0,0.0,0.0,16,3.15,0.0,1,5,0.0,0,False,True
8,APROBADO,V - SUR,18,3,300.0,262.82,-16.512731,-68.051162,4P - d18,ACHUMANI,300.0,0,0.0,0.0,0,146.39,12.0,0.0,0.0,0.0,0.0,2,3.0,0.0,0,3,0.0,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,7,3,126.0,245.93,-16.498849,-68.153587,3 - d7,CHAMOCO CHICO,126.0,0,0.0,0.0,0,43.61,10.3,0.0,0.0,0.0,0.0,0,0.0,0.0,1,3,0.5,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,9,4,166.62,662.82,-16.490834,-68.166316,3 - d9,LA PORTADA,166.62,0,0.0,0.0,0,49.99,8.37,0.0,0.0,0.0,0.0,0,0.0,0.0,1,4,0.9,0,False,True
8,APROBADO,IV - SAN ANTONIO,17,3,243.65,334.44,-16.507675,-68.108441,3AD - d17,VILLA LITORAL,243.65,0,0.0,0.0,0,0.0,13.95,0.0,0.0,0.0,0.0,1,0.0,0.0,0,3,0.0,0,False,True
8,APROBADO,I - COTAHUMA,4,3,91.35,217.96,-16.518791,-68.141123,2 - d4,TEMBLADERANI,91.35,0,0.0,0.0,0,9.14,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3,0.5,0,False,True
8,APROBADO,V - SUR,19,3,307.0,439.15,-16.539146,-68.047999,4P - d19,CHASQUIPAMPA,307.0,0,0.0,0.0,0,103.96,13.22,0.0,0.0,0.0,0.0,3,4.0,0.0,0,3,0.0,0,False,True
8,OBSERVADO,V - SUR,18,2,600.0,0.0,-16.554947,-68.081603,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,V - SUR,18,2,405.0,375.88,-16.53208,-68.063788,4P - d18,CONDORES LAKOTA,405.0,0,0.0,0.0,0,121.73,40.1,0.0,0.0,0.0,0.0,2,3.0,0.0,0,2,0.0,0,False,True
8,APROBADO,III - PERIFERICA,12,4,190.83,724.43,-16.478661,-68.124071,2 - d12,VILLA FATIMA,190.83,0,0.0,0.0,0,25.87,19.21,0.0,0.0,0.0,0.0,2,0.0,0.0,0,4,1.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,16,4,220.0,708.53,-16.488706,-68.105374,3 - d16,PAMPAHASI,220.0,0,0.0,0.0,0,66.24,12.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.0,0,False,True
8,APROBADO,VI - MALLASA,20,3,300.0,405.23,-16.560513,-68.091938,4AR - d20,ARANJUEZ,300.0,0,0.0,0.0,0,97.95,19.99,0.0,0.0,0.0,0.0,2,3.0,0.0,1,3,0.0,0,False,True
8,OBSERVADO,II - MAXIMILIANO PAREDES,8,4,217.93,353.1,-16.492221,-68.160139,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,IV - SAN ANTONIO,14,6,250.0,843.61,-16.486643,-68.118146,3C - d14,VILLA COPACABANA,169.15,0,0.0,41.29,0,20.48,15.95,0.0,0.0,0.0,0.0,2,0.0,0.0,0,6,0.85,0,False,True
8,APROBADO,V - SUR,18,3,600.0,576.0,-16.555249,-68.081326,4A - d19,LA FLORIDA,600.0,0,0.0,0.0,0,289.66,20.0,0.0,0.0,0.0,0.0,3,3.0,0.0,0,3,1.0,0,False,True
9,APROBADO,V - SUR,18,6,206.0,945.89,-16.539643,-68.070506,4 - d19,COTA COTA,206.0,0,95.65,0.0,2,60.42,9.01,0.0,0.0,0.0,0.0,3,3.0,0.0,0,6,0.0,0,False,True
8,APROBADO,V - SUR,18,5,842.36,5736.34,-16.548948,-68.073854,4P - d19,AUQUISAMANA,842.36,1,842.36,0.0,3,512.04,36.84,0.0,0.0,0.0,0.0,64,4.0,0.0,1,5,0.0,0,False,True
8,APROBADO,I - COTAHUMA,3,6,464.48,2296.2,-16.513933,-68.13251,3F - d3,SOPOCACHI,464.48,0,204.99,0.0,1,226.52,3.49,0.0,0.0,0.0,0.0,10,6.66,0.0,0,6,0.0,0,False,True
9,APROBADO,VII - CENTRO,2,2,192.5,501.55,-16.503718,-68.123197,DESCONOCIDO,MIRAFLORES,0.0,0,0.0,0.0,0,58.35,26.54,0.0,0.0,0.0,0.0,6,0.0,0.0,1,2,0.0,0,False,True
8,APROBADO,I - COTAHUMA,3,2,280.0,234.81,-16.523056,-68.125408,1 - d3,BAJO LLOJETA,280.0,0,0.0,0.0,0,28.0,13.87,0.0,0.0,0.0,0.0,0,2.0,0.0,0,2,1.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,16,3,200.0,552.18,-16.485057,-68.09413,3 - d16,VILLA SALOME,200.0,0,0.0,0.0,0,60.22,10.03,0.0,0.0,0.0,0.0,0,2.81,0.0,0,3,0.0,0,False,True
9,APROBADO,V - SUR,21,3,500.0,1074.76,-16.542936,-68.09825,4P - d21,BAJO SEGUENCOMA,468.89,0,306.69,0.0,1,142.8,15.66,0.0,0.0,0.0,0.0,3,3.04,0.0,0,3,0.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,15,5,120.91,511.41,-16.498077,-68.114608,3C - d15,VILLA SAN ANTONIO,120.91,0,0.0,0.0,0,12.1,8.61,0.0,0.0,0.0,0.0,0,0.0,0.0,0,5,1.0,0,False,True
9,APROBADO,II - MAXIMILIANO PAREDES,7,5,156.0,500.94,-16.500846,-68.14226,3C - d7,GRAN PODER,156.0,0,0.0,0.0,0,22.77,13.88,0.0,0.0,0.0,0.0,0,0.0,0.0,0,5,1.0,0,False,True
8,APROBADO,III - PERIFERICA,11,3,120.0,380.06,-16.493037,-68.129058,2 - d11,VILLA PABON,120.3,0,0.0,0.0,0,12.73,5.15,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3,0.5,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,9,3,170.34,372.61,-16.500116,-68.1588,2 - d9,ALTO TEJAR,170.34,0,0.0,0.0,0,20.09,8.21,0.0,0.0,0.0,0.0,1,0.0,0.0,1,3,0.5,0,False,True
8,OBSERVADO,II - MAXIMILIANO PAREDES,9,4,173.83,0.0,-16.486578,-68.156192,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,16,4,214.6,619.89,-16.489752,-68.10037,3 - d16,VILLA SALOME,214.6,0,0.0,0.0,0,71.36,10.0,0.0,0.0,0.0,0.0,1,3.0,0.0,1,4,0.0,0,False,True
9,APROBADO,I - COTAHUMA,3,7,454.97,2834.65,-16.509186,-68.134231,3F - d3,SOPOCACHI,420.25,0,380.68,0.0,1,195.96,12.53,0.0,0.0,0.0,0.0,8,5.0,0.0,1,7,0.0,0,False,True
8,OBSERVADO,III - PERIFERICA,11,3,160.0,0.0,-16.476,-68.146965,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,III - PERIFERICA,13,4,200.05,652.2,-16.462304,-68.105537,3 - d13,CHUQUIAGUILLO,200.05,0,0.0,0.0,0,60.13,8.56,0.0,0.0,0.0,0.0,0,4.0,0.0,0,4,0.0,0,False,True
9,APROBADO,I - COTAHUMA,4,3,336.0,1269.92,-16.524149,-68.122553,1,LLOJETA,336.0,0,0.0,0.0,0,38.78,15.05,0.0,0.0,0.0,0.0,3,0.01,0.0,1,3,1.0,0,False,True
8,APROBADO,V - SUR,18,2,667.53,929.81,-16.509253,-68.05208,4A - d18,ACHUMANI,667.53,0,0.0,0.0,0,201.22,14.79,0.0,0.0,0.0,0.0,4,3.0,0.0,1,2,0.0,0,False,True
8,APROBADO,V - SUR,18,1,300.0,79.87,-16.515821,-68.071783,4P.R - d18,CIUDADELA STRONGUISTA,300.0,0,0.0,0.0,0,0.0,12.0,0.0,0.0,0.0,0.0,2,6.8,0.0,0,1,0.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,16,4,215.0,722.32,-16.486366,-68.098947,3 - d16,VILLA SALOME,215.0,0,0.0,0.0,0,72.77,10.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,4,0.5,0,False,True
9,APROBADO,IV - SAN ANTONIO,15,4,199.0,755.9,-16.495074,-68.115018,3C - d15,VILLA COPACABANA,199.0,0,0.0,0.0,0,26.82,7.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,1.0,0,False,True
8,OBSERVADO,II - MAXIMILIANO PAREDES,7,1,127.5,0.0,-16.501335,-68.148617,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,I - COTAHUMA,4,3,200.0,518.82,-16.52007,-68.144522,2 - d4,PASANKERI,200.0,0,0.0,0.0,0,54.17,9.97,0.0,0.0,0.0,0.0,0,0.0,0.0,2,3,0.25,0,False,True
8,APROBADO,IV - SAN ANTONIO,15,4,154.67,419.38,-16.499472,-68.112934,3 - d15,VILLA SAN ANTONIO,154.67,0,0.0,0.0,0,60.7,13.9,0.0,0.0,0.0,0.0,0,2.08,0.0,1,4,0.0,0,False,True
8,APROBADO,V - SUR,18,3,300.0,217.19,-16.543726,-68.063608,4P.R - d19,COTA COTA,300.0,0,0.0,0.0,0,0.0,12.13,0.0,0.0,0.0,0.0,1,3.0,0.0,0,3,1.0,0,False,True
9,APROBADO,IV - SAN ANTONIO,15,6,343.46,1107.5,-16.498671,-68.113517,3C - d15,VILLA SAN ANTONIO,345.96,0,0.0,0.0,0,35.03,18.79,0.0,0.0,0.0,0.0,0,0.0,0.0,0,6,1.0,0,False,True
8,APROBADO,V - SUR,18,4,300.0,695.2,-16.513634,-68.052809,4P - d18,ACHUMANI,300.0,0,0.0,0.0,0,104.85,11.93,0.0,0.0,0.0,0.0,3,4.0,0.0,1,4,0.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,14,2,267.96,291.8,-16.48238,-68.112213,3 - d14,PACASA,262.1,0,0.0,0.0,0,80.7,32.89,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,0,False,True
8,OBSERVADO,III - PERIFERICA,13,6,423.35,0.0,-16.470804,-68.119852,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,IV - SAN ANTONIO,14,4,354.0,1134.34,-16.489364,-68.117498,3C - d14,VILLA COPACABANA,305.04,0,0.0,0.0,0,35.03,13.32,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,1.0,0,False,True
8,OBSERVADO,III - PERIFERICA,11,2,2030.3,0.0,-16.479583,-68.148819,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,OBSERVADO,IV - SAN ANTONIO,16,5,200.0,0.0,-16.493128,-68.105097,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,III - PERIFERICA,13,5,198.0,583.58,-16.480146,-68.118577,3 - d13,BARRIO GRAFICO,198.0,0,0.0,0.0,0,59.4,12.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,5,0.7,0,False,True
8,APROBADO,IV - SAN ANTONIO,17,3,300.0,204.15,-16.51218,-68.099194,3 - d17,KUPINI,300.0,0,0.0,0.0,0,90.0,12.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,3,0.75,0,False,True
8,APROBADO,III - PERIFERICA,11,2,132.0,353.79,-16.486,-68.133746,2 - d11,VILLA DE LA CRUZ,157.36,0,0.0,0.0,0,17.4,8.75,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,0,False,True
8,APROBADO,I - COTAHUMA,4,4,257.6,778.06,-16.508549,-68.140489,3 - d4,SAN PEDRO ALTO,255.86,0,0.0,0.0,0,103.04,20.95,0.0,0.0,0.0,0.0,5,0.0,0.0,0,4,0.0,0,False,True
8,OBSERVADO,V - SUR,21,3,200.0,0.0,-16.517605,-68.090172,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,OBSERVADO,IV - SAN ANTONIO,17,4,300.0,0.0,-16.512792,-68.112638,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,False
8,APROBADO,V - SUR,21,8,450.68,1737.48,-16.526259,-68.110521,4 - d21,OBRAJES,454.82,0,0.0,0.0,0,248.27,32.05,0.0,0.0,0.0,0.0,8,3.0,0.0,1,8,0.0,0,False,True
8,APROBADO,V - SUR,21,3,300.0,720.3,-16.54755,-68.096593,4P - d21,BAJO SEGUENCOMA,290.79,0,223.75,0.0,1,91.06,14.71,0.0,0.0,0.0,0.0,3,3.0,0.0,0,3,0.0,0,False,True
8,APROBADO,V - SUR,21,3,300.0,688.48,-16.523919,-68.11783,4P,LLOJETA,300.0,0,0.0,0.0,0,0.0,12.0,0.0,0.0,0.0,0.0,2,3.0,0.0,0,3,0.0,0,False,True
8,APROBADO,V - SUR,21,3,130.0,314.85,-16.52071,-68.113306,3AL - d21,ALTO OBRAJES,130.0,0,0.0,0.0,0,0.0,10.67,0.0,0.0,0.0,0.0,1,0.0,0.0,0,3,0.0,0,False,True
8,APROBADO,V - SUR,21,3,196.85,277.72,-16.519197,-68.105258,3AO - d21,ALTO OBRAJES,196.85,0,0.0,0.0,0,59.09,10.99,0.0,0.0,0.0,0.0,0,2.41,0.0,0,3,0.0,0,False,True
8,APROBADO,III - PERIFERICA,11,3,130.0,393.11,-16.484359,-68.139765,2 - d11,VINO TINTO,130.0,0,0.0,0.0,0,16.0,12.29,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3,1.0,0,False,True
9,APROBADO,VII - CENTRO,1,6,305.53,1041.48,-16.498424,-68.140363,3C - d1,EL ROSARIO,305.53,0,0.0,0.0,0,43.98,8.67,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,1.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,14,3,119.17,329.76,-16.488902,-68.109944,3 - d14,VALLE HERMOSO,118.17,0,0.0,0.0,0,36.35,13.44,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3,0.5,0,False,True
8,APROBADO,V - SUR,18,3,400.0,616.71,-16.523,-68.080062,4P - d18,ALTO IRPAVI,400.0,0,0.0,0.0,0,125.3,19.92,0.0,0.0,0.0,0.0,3,3.0,0.0,1,3,1.0,0,False,True
9,OBSERVADO,II - MAXIMILIANO PAREDES,7,6,200.0,0.0,-16.500825,-68.141975,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,III - PERIFERICA,11,3,200.0,458.97,-16.489121,-68.130715,2.R - d11,AGUA DE LA VIDA,200.0,0,0.0,0.0,0,0.0,12.71,0.0,0.0,0.0,0.0,1,0.0,0.0,0,3,0.44,0,False,True
8,OBSERVADO,V - SUR,18,4,425.47,0.0,-16.541959,-68.072751,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,OBSERVADO,II - MAXIMILIANO PAREDES,7,3,170.0,0.0,-16.504813,-68.15106,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,False
9,APROBADO,II - MAXIMILIANO PAREDES,7,4,79.45,287.3,-16.499495,-68.142846,3C - d7,GRAN PODER,79.45,0,0.0,0.0,0,8.17,4.24,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.5,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,8,4,173.7,572.86,-16.491319,-68.164128,3 - d8,LA PORTADA,173.7,0,0.0,0.0,0,52.11,8.96,0.0,0.0,0.0,0.0,1,0.0,0.0,1,4,1.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,17,2,300.0,290.69,-16.512095,-68.097905,3 - d17,KUPINI,300.0,0,0.0,0.0,0,93.07,11.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.89,0,False,True
8,APROBADO,III - PERIFERICA,11,4,100.0,304.42,-16.471939,-68.150129,2 - d11,ACHACHICALA,100.0,0,0.0,0.0,0,26.21,9.68,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,1.0,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,8,4,100.0,271.24,-16.496273,-68.154725,3C - d8,EL TEJAR,99.44,0,0.0,0.0,0,10.0,5.79,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.75,0,False,True
8,OBSERVADO,V - SUR,18,3,320.0,0.0,-16.54869,-68.078289,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,V - SUR,18,3,656.44,1622.83,-16.542946,-68.064016,4P.R - d19,COTA COTA,656.44,0,0.0,0.0,0,0.0,15.4,0.0,0.0,0.0,0.0,12,4.98,0.0,2,3,0.0,0,False,True
8,APROBADO,III - PERIFERICA,11,4,160.0,338.88,-16.479527,-68.139643,2 - d11,VINO TINTO,160.0,0,0.0,0.0,0,48.53,7.37,0.0,0.0,0.0,0.0,1,0.0,0.0,0,4,0.5,0,False,True
4,APROBADO,III - PERIFERICA,13,3,250.0,570.76,-16.467763,-68.115921,3 - d13,VILLA EL CARMEN,255.68,0,0.0,0.0,0,31.85,12.85,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3,0.0,0,False,False
8,APROBADO,V - SUR,18,3,500.0,877.12,-16.503821,-68.080779,4A - d18,ARUNTAYA,500.0,0,178.53,0.0,1,153.49,20.08,0.0,0.0,0.0,0.0,5,3.2,0.0,0,3,0.0,0,False,True
8,OBSERVADO,V - SUR,18,4,300.0,0.0,-16.506614,-68.041897,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,False
8,APROBADO,III - PERIFERICA,11,4,161.5,387.88,-16.478975,-68.142184,2 - d11,VINO TINTO,161.5,0,0.0,0.0,0,16.8,10.04,0.0,0.0,0.0,0.0,1,0.0,0.0,0,4,0.8,0,False,True
9,APROBADO,III - PERIFERICA,12,5,324.1,1729.99,-16.480681,-68.122133,3 - d12,VILLA FATIMA,324.1,0,324.1,0.0,1,103.48,11.33,0.0,0.0,0.0,0.0,4,0.0,0.0,0,5,0.7,0,False,False
9,APROBADO,I - COTAHUMA,6,4,103.54,290.95,-16.505313,-68.135431,3C - d6,SAN PEDRO,100.33,0,0.0,0.0,0,45.67,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.0,0,False,True
8,APROBADO,III - PERIFERICA,11,4,200.0,434.89,-16.463356,-68.14753,2 - d11,ACHACHICALA,197.59,0,0.0,0.0,0,19.76,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.5,0,False,True
9,APROBADO,III - PERIFERICA,13,5,339.0,1485.11,-16.478783,-68.121477,3 - d13,VILLA FATIMA,338.9,0,0.0,0.0,0,101.67,15.72,0.0,0.0,0.0,0.0,7,0.0,0.0,1,5,0.3,0,False,True
8,OBSERVADO,IV - SAN ANTONIO,15,2,153.42,0.0,-16.500562,-68.109412,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,OBSERVADO,IV - SAN ANTONIO,14,4,183.75,0.0,-16.488878,-68.117139,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,14,2,65.66,98.46,-16.484629,-68.117071,3 - d14,VILLA COPACABANA,65.66,0,0.0,0.0,0,20.04,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,0,False,True
9,APROBADO,II - MAXIMILIANO PAREDES,8,5,233.6,404.67,-16.490802,-68.151252,3C - d8,VILLA VICTORIA,233.6,0,0.0,0.0,0,24.19,7.68,0.0,0.0,0.0,0.0,0,0.0,0.0,0,5,0.96,0,False,False
8,OBSERVADO,I - COTAHUMA,5,3,118.0,233.32,-16.508015,-68.143798,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,I - COTAHUMA,4,4,158.87,647.5,-16.51847,-68.142378,2 - d4,VILLA ERNESTO TORREZ,158.87,0,0.0,0.0,0,16.01,22.47,0.0,0.0,0.0,0.0,1,0.0,0.0,0,4,1.0,0,False,True
8,APROBADO,I - COTAHUMA,4,2,190.0,290.81,-16.527416,-68.14438,1 - d4,PASANKERI,190.0,0,0.0,0.0,0,25.14,9.36,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,0.5,0,False,True
8,APROBADO,I - COTAHUMA,4,3,35.16,85.05,-16.508626,-68.142105,3 - d4,ALTO SAN PEDRO,35.16,0,0.0,0.0,0,11.29,3.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3,0.5,0,False,True
8,OBSERVADO,I - COTAHUMA,6,4,0.0,0.0,-16.506196,-68.142729,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,False
8,APROBADO,IV - SAN ANTONIO,14,2,200.0,148.01,-16.491684,-68.1173,3 - d14,VILLA COPACABANA,200.0,0,0.0,0.0,0,120.97,12.92,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0.0,0,False,True
8,APROBADO,I - COTAHUMA,6,6,103.0,664.12,-16.504908,-68.13437,3C - d6,SAN PEDRO BAJO,114.05,0,100.52,0.0,1,11.42,10.69,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0.0,0,False,True
9,APROBADO,II - MAXIMILIANO PAREDES,9,3,198.0,328.29,-16.487555,-68.157089,3 - d9,MUNAYPATA,162.85,0,0.0,0.0,0,49.22,5.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3,1.0,0,False,True
8,APROBADO,V - SUR,18,5,240.0,645.13,-16.509659,-68.044383,4PK - d18,ACHUMANI,240.0,0,0.0,0.0,0,76.25,12.0,0.0,0.0,0.0,0.0,3,3.0,0.0,0,5,1.0,0,False,True
8,APROBADO,VII - CENTRO,2,5,84.3,256.6,-16.498337,-68.122268,3F - d2,MIRAFLORES,77.93,0,0.0,0.0,0,23.68,7.57,0.0,0.0,0.0,0.0,0,3.0,0.0,0,5,0.0,0,False,True
8,APROBADO,I - COTAHUMA,5,2,65.0,75.04,-16.509078,-68.150628,2 - d5,VILLA NUEVO POTOSI,55.27,0,37.52,0.0,0,8.08,5.22,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,0,False,True
8,OBSERVADO,IV - SAN ANTONIO,17,4,170.0,0.0,-16.509635,-68.10473,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,I - COTAHUMA,6,5,100.0,342.2,-16.511033,-68.140877,3C - d6,TEMBLADERANI,100.0,0,0.0,0.0,0,34.22,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,5,1.0,0,False,True
8,OBSERVADO,II - MAXIMILIANO PAREDES,7,4,200.0,0.0,-16.502172,-68.146442,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,14,2,157.43,231.31,-16.487274,-68.118295,3C - d14,VILLA COPACABANA,157.43,0,0.0,0.0,0,30.54,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,0,False,True
8,OBSERVADO,I - COTAHUMA,5,2,80.0,0.0,-16.505181,-68.143867,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,OBSERVADO,II - MAXIMILIANO PAREDES,8,5,205.31,0.0,-16.495238,-68.158398,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,OBSERVADO,V - SUR,21,2,200.0,0.0,-16.538286,-68.093003,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,OBSERVADO,V - SUR,19,3,400.0,0.0,-16.545324,-68.047912,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
