id_proyecto_desarrollo,resultado,macro_distrito,distrito_municipal,cantidad_pisos,superficie_legal,superficie_construida,latitude,longitude,gral__patron_de_asentamiento,gral__zona_referencial,par__ale_sub_area_de_lote_edificable,par__altillo,par__amc_sub_area_maxima_a_cubrir_sub_sotano,par__ame_sub_area_maxima_a_edificar_sub_zocalo,par__amf_sub_altura_maxima_de_fachada_sub_sotano,par__amv_sub_area_minima_verde,par__fml_sub_frente_minimo_de_lote,par__fondo,par__lateral_1,par__lateral_2,par__mezzanine,par__nmp_sub_numero_minimo_de_parqueos,par__rme_sub_retiro_minimo_de_edificacion_torre_sub_frontal,par__rme_zocalo_sub_retiro_minimo_de_edificacion_zocalo_sub_frontal,par__semisotano,par__torre,par__voladizo_sub_voladizo_sobre_retiro_frontal,par__zocalo,es_agil,es_ampliacion
8,OBSERVADO,IV - SAN ANTONIO,14,3,240.0,0.0,-16.48775,-68.107389,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,V - SUR,18,5,600.0,2372.86,-16.542644,-68.061966,4P - d19,COTA COTA,600.0,0,425.75,0.0,1,180.06,19.23,0.0,0.0,0.0,0.0,11,4.0,0.0,1,5,0.0,0,False,True
9,APROBADO,I - COTAHUMA,4,4,128.0,432.3,-16.512804,-68.139967,3 - d4,TEMBLADERANI,131.0,0,0.0,0.0,0,39.4,21.9,0.0,0.0,0.0,0.0,1,1.0,0.0,0,4,0.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,15,3,256.51,665.68,-16.501471,-68.112023,3 - d15,VILLA SAN ANTONIO,256.51,0,0.0,0.0,0,80.18,16.26,0.0,0.0,0.0,0.0,0,2.0,0.0,0,3,0.0,0,False,True
8,OBSERVADO,I - COTAHUMA,3,5,156.0,0.0,-16.517679,-68.126772,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,False
9,APROBADO,I - COTAHUMA,6,6,161.4,995.3,-16.504165,-68.13713,3C - d6,SAN PEDRO BAJO,161.4,0,159.52,0.0,1,19.7,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0,6,0.7,0,False,True
8,OBSERVADO,III - PERIFERICA,13,4,200.0,0.0,-16.466631,-68.113088,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,16,4,215.0,694.25,-16.488566,-68.098019,3 - d16,VILLA SALOME,215.0,0,0.0,0.0,0,64.5,29.57,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.5,0,False,True
8,APROBADO,VII - CENTRO,2,5,208.8,787.36,-16.48597,-68.120041,3F - d2,MIRAFLORES,199.67,0,0.0,0.0,0,60.25,11.08,0.0,0.0,0.0,0.0,3,3.0,0.0,0,5,1.0,0,False,True
8,APROBADO,V - SUR,18,3,596.0,816.55,-16.544442,-68.083332,4A - d19,CALACOTO,596.0,0,0.0,0.0,0,240.94,22.97,0.0,0.0,0.0,0.0,5,3.5,0.0,1,3,0.0,0,False,True
9,APROBADO,II - MAXIMILIANO PAREDES,8,4,126.0,492.04,-16.497312,-68.156812,3 - d8,EL TEJAR,143.21,0,0.0,0.0,0,43.01,49.42,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.7,0,False,True
8,APROBADO,I - COTAHUMA,4,3,400.0,885.51,-16.530168,-68.128578,2,LLOJETA,400.0,0,0.0,0.0,0,0.0,13.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,3,1.0,0,False,True
8,APROBADO,V - SUR,18,5,300.0,790.66,-16.507626,-68.053565,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,OBSERVADO,III - PERIFERICA,13,3,107.0,0.0,-16.463797,-68.12023,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,I - COTAHUMA,3,6,728.9,4018.69,-16.511818,-68.133291,3F - d3,SOPOCACHI,728.9,0,321.56,0.0,1,348.49,43.11,0.0,0.0,0.0,0.0,16,3.0,0.0,0,6,1.0,0,False,True
9,OBSERVADO,V - SUR,21,3,253.32,0.0,-16.527279,-68.115953,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,OBSERVADO,IV - SAN ANTONIO,15,4,166.07,0.0,-16.497255,-68.114143,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,V - SUR,18,2,306.0,197.2,-16.526402,-68.079504,4P - d18,IRPAVI,306.0,0,0.0,0.0,0,128.26,24.1,0.0,0.0,0.0,0.0,2,3.0,0.0,0,2,0.0,0,False,True
8,APROBADO,V - SUR,19,3,147.0,145.56,-16.539079,-68.052716,4P - d19,CHASQUIPAMPA,119.28,0,0.0,0.0,0,36.49,14.51,0.0,0.0,0.0,0.0,1,3.0,0.0,0,3,0.0,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,10,2,210.0,290.71,-16.44824,-68.152954,1 - d10,9 DE ABRIL - SAGRADO CORAZON DE JESUS,210.0,0,0.0,0.0,0,63.0,9.97,0.0,0.0,0.0,0.0,1,0.0,0.0,0,2,0.5,0,False,True
8,APROBADO,IV - SAN ANTONIO,17,5,197.0,618.07,-16.514039,-68.112349,3 - d17,CUARTO CENTENARIO,197.0,0,0.0,0.0,0,59.75,19.8,0.0,0.0,0.0,0.0,1,0.0,0.0,0,5,0.5,0,False,True
9,APROBADO,II - MAXIMILIANO PAREDES,7,5,165.0,557.4,-16.499352,-68.152647,3 - d7,EL TEJAR,165.0,0,0.0,0.0,0,50.25,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,5,0.8,0,False,True
8,APROBADO,IV - SAN ANTONIO,15,2,170.13,280.41,-16.500395,-68.109014,3 - d15,VILLA SAN ANTONIO,170.13,0,0.0,0.0,0,51.61,1.21,0.0,0.0,0.0,0.0,0,5.53,0.0,0,2,0.0,0,False,True
8,APROBADO,I - COTAHUMA,3,4,204.0,678.74,-16.516159,-68.132898,3 - d3,SOPOCACHI,204.0,0,0.0,0.0,0,75.62,12.05,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.4,0,False,True
8,APROBADO,I - COTAHUMA,4,3,168.0,483.69,-16.523673,-68.144762,2 - d4,PASANKERI,168.0,0,0.0,0.0,0,17.4,9.06,0.0,0.0,0.0,0.0,1,0.0,0.0,0,3,0.8,0,False,True
8,APROBADO,IV - SAN ANTONIO,16,3,250.0,436.48,-16.493027,-68.099724,3 - d16,VILLA SALOME,250.0,0,0.0,0.0,0,79.43,9.15,0.0,0.0,0.0,0.0,1,0.0,0.0,0,3,1.0,0,False,True
8,APROBADO,V - SUR,19,2,915.1,1179.64,-16.543768,-68.053649,4P.R - d19,CALACOTO,915.1,0,0.0,0.0,0,0.0,22.59,0.0,0.0,0.0,0.0,6,3.1,0.0,0,2,0.0,0,False,True
8,APROBADO,V - SUR,19,3,300.0,427.7,-16.530276,-68.036769,4P - d19,URB. CASEGURAL,300.0,0,0.0,0.0,0,90.69,15.0,0.0,0.0,0.0,0.0,2,3.0,0.0,0,3,1.0,0,False,True
8,APROBADO,VII - CENTRO,1,6,128.47,776.1,-16.498756,-68.140077,3C - d1,EL ROSARIO,140.0,0,0.0,0.0,0,14.02,6.1,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6,0.4,0,False,True
8,APROBADO,VII - CENTRO,2,4,271.21,604.08,-16.506159,-68.122231,3F - d2,MIRAFLORES,271.21,0,0.0,0.0,0,84.97,10.01,0.0,0.0,0.0,0.0,0,3.0,0.0,0,4,0.0,0,False,False
9,OBSERVADO,V - SUR,19,3,600.0,0.0,-16.54253,-68.05435,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,III - PERIFERICA,12,3,220.0,483.24,-16.478103,-68.123245,2 - d12,VILLA FATIMA,220.0,0,0.0,0.0,0,28.05,3.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3,0.0,0,False,True
11,APROBADO,V - SUR,18,2,662.87,507.85,-16.536437,-68.078318,4AC - d18,ACHUMANI,662.79,0,0.0,0.0,0,66.29,63.52,0.0,0.0,0.0,0.0,3,3.0,0.0,0,2,0.0,0,False,True
8,OBSERVADO,III - PERIFERICA,12,2,160.0,0.0,-16.46837,-68.125787,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,8,5,200.0,751.55,-16.489651,-68.152427,3 - d8,VILLA VICTORIA,200.0,0,0.0,0.0,0,60.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,5,0.8,0,False,True
8,OBSERVADO,I - COTAHUMA,6,5,103.63,0.0,-16.503172,-68.14325,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,OBSERVADO,IV - SAN ANTONIO,16,4,251.93,0.0,-16.497323,-68.10067,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,V - SUR,21,3,250.54,978.39,-16.51846,-68.106401,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,III - PERIFERICA,12,2,197.45,457.3,-16.477979,-68.128432,2 - d12,CUPILUPACA,197.45,0,0.0,0.0,0,20.0,10.21,0.0,0.0,0.0,0.0,1,0.0,0.0,0,2,0.0,0,False,True
8,OBSERVADO,V - SUR,19,3,560.0,0.0,-16.53612,-68.056055,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,10,3,235.3,482.09,-16.466254,-68.157271,2.R - d10,PANTICIRCA,235.3,0,0.0,0.0,0,0.0,11.16,0.0,0.0,0.0,0.0,2,0.0,0.0,0,3,1.0,0,False,True
9,APROBADO,II - MAXIMILIANO PAREDES,8,5,237.92,960.8,-16.493545,-68.147882,3C - d8,CALLAMPAYA,214.26,0,0.0,0.0,0,21.6,10.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0,5,1.0,0,False,True
8,APROBADO,III - PERIFERICA,11,4,131.77,404.15,-16.493694,-68.129707,2 - d11,VILLA PABON,130.37,0,0.0,0.0,0,25.24,11.66,0.0,0.0,0.0,0.0,0,1.2,0.0,0,4,0.0,0,False,True
9,APROBADO,I - COTAHUMA,4,4,200.0,625.04,-16.526417,-68.142051,2 - d4,PASANKERI,194.02,0,0.0,0.0,0,23.86,8.95,0.0,0.0,0.0,0.0,1,0.0,0.0,1,4,0.5,0,False,True
9,APROBADO,IV - SAN ANTONIO,16,2,135.0,262.99,-16.494878,-68.103557,3 - d16,PAMPAHASI,127.95,0,0.0,0.0,0,38.39,12.14,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.5,0,False,True
8,OBSERVADO,I - COTAHUMA,4,3,260.0,0.0,-16.52538,-68.142001,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,10,2,304.0,409.37,-16.471693,-68.154324,3 - d10,PURA PURA,304.56,0,0.0,0.0,0,91.37,14.57,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,1.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,17,3,222.0,635.68,-16.511328,-68.098295,3 - d17,KUPINI,222.0,0,0.0,0.0,0,70.32,11.5,0.0,0.0,0.0,0.0,0,0.0,0.0,2,3,0.35,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,8,5,147.2,605.55,-16.490039,-68.149621,3 - d8,VILLA VICTORIA,147.2,0,0.0,0.0,0,46.47,7.55,0.0,0.0,0.0,0.0,1,0.0,0.0,0,5,1.0,0,False,True
8,OBSERVADO,V - SUR,21,2,307.0,0.0,-16.510253,-68.089966,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,I - COTAHUMA,6,3,200.0,454.98,-16.505421,-68.141704,3 - d6,SAN PEDRO ALTO,200.0,0,0.0,0.0,0,60.0,9.76,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3,0.0,0,False,True
8,APROBADO,I - COTAHUMA,3,4,90.0,290.92,-16.515441,-68.132771,3F - d3,SOPOCACHI,78.14,0,0.0,0.0,0,24.61,6.24,0.0,0.0,0.0,0.0,1,3.0,0.0,0,4,1.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,17,4,421.51,399.54,-16.505433,-68.106848,3 - d17,VILLA LITORAL,407.96,0,0.0,0.0,0,217.9,13.46,0.0,0.0,0.0,0.0,1,0.0,0.0,0,4,0.0,0,False,True
8,APROBADO,V - SUR,18,3,182.56,294.12,-16.520791,-68.088649,4P - d18,IRPAVI,182.56,0,0.0,0.0,0,61.27,27.58,0.0,0.0,0.0,0.0,1,3.0,0.0,0,3,1.0,0,False,True
8,APROBADO,V - SUR,21,2,717.83,986.13,-16.54075,-68.095598,4P - d21,BAJO SEGUENCOMA,717.83,0,378.96,0.0,1,271.15,19.63,0.0,0.0,0.0,0.0,4,11.67,0.0,0,2,0.0,0,False,True
9,APROBADO,VII - CENTRO,1,5,227.81,980.64,-16.496696,-68.140965,3C - d1,EL ROSARIO,219.12,0,196.9,0.0,1,22.22,13.44,0.0,0.0,0.0,0.0,0,0.0,0.0,0,5,0.7,0,False,True
8,APROBADO,V - SUR,18,2,490.0,319.22,-16.516196,-68.065261,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,I - COTAHUMA,4,2,93.5,140.06,-16.508863,-68.143273,3C - d4,TEMBLADERANI,85.85,0,0.0,0.0,0,10.56,13.88,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.5,0,False,True
8,APROBADO,I - COTAHUMA,3,4,95.19,224.64,-16.515031,-68.126753,DESCONOCIDO,SOPOCACHI,0.0,0,0.0,0.0,0,28.55,8.85,0.0,0.0,0.0,0.0,0,3.0,0.0,0,4,0.0,0,False,True
9,APROBADO,IV - SAN ANTONIO,17,4,170.0,444.2,-16.508285,-68.105185,3 - d17,SAN ISIDRO,185.25,0,0.0,0.0,0,65.5,10.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.9,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,9,3,166.5,364.27,-16.493234,-68.166796,2 - d9,LA PORTADA,166.5,0,0.0,0.0,0,16.76,8.96,0.0,0.0,0.0,0.0,1,0.0,0.0,0,3,0.5,0,False,True
9,APROBADO,VII - CENTRO,2,7,458.64,3101.05,-16.486922,-68.123291,3 - d2,MIRAFLORES,458.64,0,457.24,0.0,1,159.32,18.92,0.0,0.0,0.0,0.0,0,3.0,0.0,0,7,0.0,0,False,True
9,APROBADO,II - MAXIMILIANO PAREDES,9,6,131.26,497.86,-16.487246,-68.164208,3 - d9,MUNAYPATA,128.64,0,0.0,0.0,0,40.17,10.38,0.0,0.0,0.0,0.0,1,0.0,0.0,0,6,0.9,0,False,True
8,APROBADO,V - SUR,18,8,463.78,2483.29,-16.537772,-68.07682,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,VII - CENTRO,2,7,176.81,1379.23,-16.496905,-68.125145,3C - d2,MIRAFLORES,176.81,0,174.62,0.0,1,17.79,10.42,0.0,0.0,0.0,0.0,0,0.0,0.0,2,7,1.0,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,8,4,163.0,521.94,-16.494151,-68.152827,3C - d8,CALLAMPAYA,145.47,0,0.0,0.0,0,14.69,7.93,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.75,0,False,True
8,OBSERVADO,I - COTAHUMA,6,4,82.9,0.0,-16.503975,-68.14367,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,V - SUR,18,4,288.0,677.39,-16.526083,-68.074901,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
6,APROBADO,V - SUR,21,3,226.16,665.11,-16.5194,-68.103889,3AO - d21,ALTO OBRAJES,277.05,0,0.0,0.0,0,0.0,15.81,0.0,0.0,0.0,0.0,1,0.0,0.0,1,3,0.0,0,False,True
8,APROBADO,I - COTAHUMA,3,3,303.0,467.87,-16.518055,-68.126633,1 - d3,SOPOCACHI BAJO,242.45,0,191.66,0.0,1,38.84,21.93,0.0,0.0,0.0,0.0,1,0.55,0.0,1,3,0.0,0,False,False
8,APROBADO,V - SUR,21,3,312.5,501.93,-16.532779,-68.104258,DESCONOCIDO,SEGUENCOMA ALTO,0.0,0,0.0,0.0,0,94.11,12.5,0.0,0.0,0.0,0.0,3,3.17,0.0,0,3,1.0,0,False,True
9,OBSERVADO,III - PERIFERICA,12,3,149.0,0.0,-16.473544,-68.123552,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,V - SUR,18,4,978.88,4105.8,-16.546108,-68.075019,4P - d19,CALACOTO,978.88,0,878.3,0.0,1,298.6,24.72,0.0,0.0,0.0,0.0,19,5.0,0.0,1,4,0.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,14,4,204.0,660.67,-16.484919,-68.112778,3 - d14,PACASA,204.0,0,0.0,0.0,0,62.12,11.89,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.75,0,False,True
8,OBSERVADO,IV - SAN ANTONIO,17,1,276.0,0.0,-16.516451,-68.1136,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,I - COTAHUMA,6,5,204.0,689.93,-16.508058,-68.134417,3C - d6,SAN PEDRO ALTO,204.0,0,0.0,0.0,0,91.33,18.33,0.0,0.0,0.0,0.0,0,0.0,0.0,0,5,1.0,0,False,True
9,APROBADO,II - MAXIMILIANO PAREDES,9,4,168.0,565.51,-16.491816,-68.164307,3 - d9,LA PORTADA,187.32,0,0.0,0.0,0,79.75,14.84,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,1.0,0,False,True
9,APROBADO,III - PERIFERICA,12,3,160.0,581.47,-16.481609,-68.127114,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,IV - SAN ANTONIO,14,4,197.53,542.01,-16.488252,-68.114674,3 - d14,VILLA COPACABANA,197.53,0,0.0,0.0,0,59.79,9.95,0.0,0.0,0.0,0.0,1,0.0,0.0,0,4,0.75,0,False,True
8,APROBADO,III - PERIFERICA,11,4,200.0,614.5,-16.469063,-68.150612,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,OBSERVADO,III - PERIFERICA,13,4,184.5,0.0,-16.476434,-68.122864,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,OBSERVADO,II - MAXIMILIANO PAREDES,10,4,140.0,0.0,-16.487209,-68.15266,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,I - COTAHUMA,5,5,210.6,742.04,-16.504254,-68.144039,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,V - SUR,21,3,361.0,607.31,-16.534741,-68.094579,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,False
8,APROBADO,II - MAXIMILIANO PAREDES,8,4,163.2,497.74,-16.500026,-68.157288,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,9,4,226.0,682.2,-16.48854,-68.16584,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,VII - CENTRO,1,6,382.36,2501.48,-16.509177,-68.125527,3F - d1,SOPOCACHI,382.36,0,341.13,0.0,2,114.84,19.47,0.0,0.0,0.0,0.0,15,3.0,0.0,0,6,0.0,0,False,True
8,APROBADO,I - COTAHUMA,4,3,141.49,286.85,-16.533538,-68.14564,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,II - MAXIMILIANO PAREDES,8,4,131.0,458.15,-16.49134,-68.163127,3 - d8,MCAL. SANTA CRUZ,131.0,0,0.0,0.0,0,40.26,7.75,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.55,0,False,True
9,APROBADO,VII - CENTRO,1,4,187.51,353.85,-16.496889,-68.130342,CH - d1,CENTRAL,171.91,0,0.0,0.0,0,0.0,11.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.0,0,False,False
9,APROBADO,IV - SAN ANTONIO,16,4,245.12,753.54,-16.48544,-68.093954,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,V - SUR,19,3,397.23,784.88,-16.541298,-68.05423,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,II - MAXIMILIANO PAREDES,8,5,134.48,510.65,-16.494476,-68.150867,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,OBSERVADO,IV - SAN ANTONIO,16,4,408.0,0.0,-16.488918,-68.091903,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,OBSERVADO,II - MAXIMILIANO PAREDES,10,3,200.0,0.0,-16.454434,-68.15191,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,V - SUR,18,3,341.0,661.08,-16.533146,-68.076011,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,False
8,APROBADO,IV - SAN ANTONIO,16,2,250.0,188.41,-16.488155,-68.095861,3 - d16,VILLA SALOME,250.0,0,0.0,0.0,0,85.74,10.04,0.0,0.0,0.0,0.0,1,5.95,0.0,0,2,0.0,0,False,True
8,APROBADO,V - SUR,21,4,200.0,383.46,-16.522298,-68.102669,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,False
8,APROBADO,II - MAXIMILIANO PAREDES,8,3,116.0,307.57,-16.492756,-68.153664,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,III - PERIFERICA,12,3,250.0,543.54,-16.472724,-68.122029,2 - d12,LAS DELICIAS,250.0,0,0.0,0.0,0,31.16,18.9,0.0,0.0,0.0,0.0,1,0.0,0.0,0,3,0.5,0,False,True
8,OBSERVADO,V - SUR,19,3,400.0,0.0,-16.545491,-68.042681,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,I - COTAHUMA,5,6,90.0,497.12,-16.508198,-68.143368,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,III - PERIFERICA,12,4,97.44,287.16,-16.47831,-68.128096,2 - d12,CUPILUPACA,89.81,0,0.0,0.0,0,9.0,8.94,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4,0.0,0,False,True
8,APROBADO,II - MAXIMILIANO PAREDES,7,3,200.0,415.27,-16.505639,-68.154224,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,V - SUR,18,1,1000.0,408.47,-16.540051,-68.086772,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
8,APROBADO,VII - CENTRO,1,11,348.92,2190.63,-16.505948,-68.127175,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
9,APROBADO,V - SUR,18,8,606.8,4026.95,-16.539423,-68.090781,4 - d19,CALACOTO,606.8,0,590.63,0.0,2,248.42,45.68,0.0,0.0,0.0,0.0,28,4.0,0.0,1,8,0.0,0,False,True
8,OBSERVADO,IV - SAN ANTONIO,16,3,200.0,0.0,-16.48563,-68.093594,DESCONOCIDO,DESCONOCIDO,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,False,True
